,min_diff,high_season,delay_15,period_day
30402,3.0,0,0,morning
30403,5.0,0,0,morning
30404,9.0,0,0,morning
30405,18.0,0,1,morning
30406,10.0,0,0,morning
30407,0.0,0,0,morning
30408,2.0,0,0,morning
30409,15.0,0,0,morning
30410,6.0,0,0,morning
30411,0.0,0,0,morning
30412,0.0,0,0,morning
30413,1.0,0,0,morning
30414,1.0,0,0,morning
30415,14.0,0,0,morning
30416,10.0,0,0,morning
30417,17.0,0,1,morning
30418,1.0,0,0,morning
30419,1.0,0,0,morning
30420,3.0,0,0,morning
30421,2.0,0,0,morning
30422,0.0,0,0,morning
30423,2.0,0,0,morning
30424,41.0,0,1,morning
30425,3.0,0,0,morning
30426,2.0,0,0,morning
30427,3.0,0,0,morning
30428,16.0,0,1,morning
30429,34.0,0,1,morning
30430,1.0,0,0,morning
30431,15.0,0,0,morning
30432,24.0,0,1,morning
30433,2.0,0,0,morning
30434,69.0,0,1,morning
30435,3.0,0,0,morning
30436,2.0,0,0,morning
30437,3.0,0,0,morning
30438,6.0,0,0,morning
30439,3.0,0,0,night
30440,2.0,0,0,morning
30441,2.0,0,0,night
30442,58.0,0,1,morning
30443,1.0,0,0,night
30444,1.0,0,0,morning
30445,1.0,0,0,night
30446,21.0,0,1,afternoon
30447,15.0,0,0,night
30448,5.0,0,0,afternoon
30449,0.0,0,0,night
30450,3.0,0,0,afternoon
30451,5.0,0,0,night
30452,3.0,0,0,afternoon
30453,2.0,0,0,night
30454,34.0,0,1,afternoon
30455,2.0,0,0,night
30456,2.0,0,0,afternoon
30457,36.0,0,1,night
30458,76.0,0,1,afternoon
30459,12.0,0,0,night
30460,15.0,0,0,night
30461,19.0,0,1,afternoon
30462,5.0,0,0,night
30463,1.0,0,0,night
30464,3.0,0,0,night
30465,0.0,0,0,night
30466,4.0,0,0,night
30467,1.0,0,0,night
30468,2.0,0,0,night
30469,3.0,0,0,night
30470,9.0,0,0,night
30471,16.0,0,1,night
30472,6.0,0,0,night
30473,4.0,0,0,night
30474,4.0,0,0,night
30475,29.0,0,1,night
30476,16.0,0,1,night
30477,4.0,0,0,night
30478,5.0,0,0,night
30479,3.0,0,0,night
30480,77.0,0,1,night
30481,3.0,0,0,night
30482,1.0,0,0,night
30483,22.0,0,1,night
30484,4.0,0,0,morning
30485,4.0,0,0,morning
30486,3.0,0,0,morning
30487,2.0,0,0,morning
30488,11.0,0,0,morning
30489,3.0,0,0,morning
30490,5.0,0,0,morning
30491,32.0,0,1,morning
30492,7.0,0,0,morning
30493,6.0,0,0,morning
30494,29.0,0,1,morning
30495,32.0,0,1,morning
30496,7.0,0,0,morning
30497,4.0,0,0,morning
30498,0.0,0,0,morning
30499,17.0,0,1,morning
30500,7.0,0,0,morning
30501,2.0,0,0,morning
30502,1.0,0,0,morning
30503,4.0,0,0,morning
30504,5.0,0,0,morning
30505,3.0,0,0,afternoon
30506,15.0,0,0,afternoon
30507,3.0,0,0,afternoon
30508,1.0,0,0,afternoon
30509,1.0,0,0,afternoon
30510,2.0,0,0,afternoon
30511,6.0,0,0,afternoon
30512,2.0,0,0,afternoon
30513,15.0,0,0,afternoon
30514,2.0,0,0,afternoon
30515,2.0,0,0,afternoon
30516,2.0,0,0,afternoon
30517,2.0,0,0,afternoon
30518,15.0,0,0,afternoon
30519,21.0,0,1,afternoon
30520,1.0,0,0,afternoon
30521,7.0,0,0,afternoon
30522,1.0,0,0,afternoon
30523,5.0,0,0,afternoon
30524,5.0,0,0,afternoon
30525,17.0,0,1,afternoon
30526,13.0,0,0,afternoon
30527,13.0,0,0,afternoon
30528,17.0,0,1,afternoon
30529,4.0,0,0,afternoon
30530,29.0,0,1,afternoon
30531,0.0,0,0,afternoon
30532,0.0,0,0,afternoon
30533,2.0,0,0,afternoon
30534,6.0,0,0,afternoon
30535,4.0,0,0,morning
30536,6.0,0,0,morning
30537,1.0,0,0,morning
30538,7.0,0,0,morning
30539,2.0,0,0,morning
30540,1.0,0,0,morning
30541,7.0,0,0,morning
30542,7.0,0,0,morning
30543,7.0,0,0,morning
30544,2.0,0,0,morning
30545,2.0,0,0,morning
30546,4.0,0,0,afternoon
30547,1.0,0,0,morning
30548,2.0,0,0,afternoon
30549,5.0,0,0,afternoon
30550,7.0,0,0,afternoon
30551,1.0,0,0,night
30552,2.0,0,0,night
30553,1.0,0,0,morning
30554,5.0,0,0,morning
30555,1.0,0,0,morning
30556,27.0,0,1,morning
30557,0.0,0,0,morning
30558,3.0,0,0,night
30559,15.0,0,0,night
30560,4.0,0,0,morning
30561,10.0,0,0,morning
30562,11.0,0,0,morning
30563,145.0,0,1,morning
30564,4.0,0,0,morning
30565,64.0,0,1,night
30566,10.0,0,0,morning
30567,2.0,0,0,morning
30568,21.0,0,1,morning
30569,1.0,0,0,morning
30570,0.0,0,0,morning
30571,4.0,0,0,night
30572,77.0,0,1,night
30573,9.0,0,0,morning
30574,4.0,0,0,morning
30575,5.0,0,0,morning
30576,11.0,0,0,morning
30577,8.0,0,0,morning
30578,3.0,0,0,night
30579,9.0,0,0,night
30580,9.0,0,0,afternoon
30581,8.0,0,0,afternoon
30582,1.0,0,0,afternoon
30583,49.0,0,1,afternoon
30584,19.0,0,1,afternoon
30585,3.0,0,0,afternoon
30586,10.0,0,0,afternoon
30587,31.0,0,1,afternoon
30588,10.0,0,0,afternoon
30589,1.0,0,0,afternoon
30590,2.0,0,0,afternoon
30591,1.0,0,0,afternoon
30592,1.0,0,0,afternoon
30593,9.0,0,0,afternoon
30594,10.0,0,0,afternoon
30595,3.0,0,0,afternoon
30596,5.0,0,0,afternoon
30597,0.0,0,0,afternoon
30598,5.0,0,0,afternoon
30599,2.0,0,0,afternoon
30600,16.0,0,1,afternoon
30601,16.0,0,1,afternoon
30602,3.0,0,0,afternoon
30603,10.0,0,0,afternoon
30604,10.0,0,0,afternoon
30605,5.0,0,0,afternoon
30606,5.0,0,0,afternoon
30607,7.0,0,0,afternoon
30608,7.0,0,0,afternoon
30609,13.0,0,0,morning
30610,37.0,0,1,morning
30611,8.0,0,0,morning
30612,10.0,0,0,morning
30613,1.0,0,0,morning
30614,9.0,0,0,morning
30615,3.0,0,0,morning
30616,22.0,0,1,morning
30617,2.0,0,0,morning
30618,13.0,0,0,morning
30619,3.0,0,0,morning
30620,15.0,0,0,morning
30621,11.0,0,0,morning
30622,6.0,0,0,morning
30623,26.0,0,1,morning
30624,2.0,0,0,morning
30625,16.0,0,1,morning
30626,8.0,0,0,morning
30627,9.0,0,0,morning
30628,2.0,0,0,morning
30629,6.0,0,0,morning
30630,22.0,0,1,morning
30631,0.0,0,0,morning
30632,5.0,0,0,morning
30633,2.0,0,0,morning
30634,89.0,0,1,morning
30635,4.0,0,0,morning
30636,3.0,0,0,morning
30637,10.0,0,0,morning
30638,3.0,0,0,morning
30639,17.0,0,1,morning
30640,5.0,0,0,morning
30641,7.0,0,0,morning
30642,1.0,0,0,morning
30643,4.0,0,0,morning
30644,2.0,0,0,morning
30645,0.0,0,0,morning
30646,13.0,0,0,morning
30647,3.0,0,0,morning
30648,1.0,0,0,morning
30649,0.0,0,0,morning
30650,1.0,0,0,morning
30651,69.0,0,1,morning
30652,1.0,0,0,morning
30653,1.0,0,0,morning
30654,6.0,0,0,morning
30655,2.0,0,0,morning
30656,2.0,0,0,morning
30657,1.0,0,0,morning
30658,1.0,0,0,morning
30659,1.0,0,0,morning
30660,2.0,0,0,morning
30661,1.0,0,0,morning
30662,4.0,0,0,morning
30663,0.0,0,0,afternoon
30664,28.0,0,1,afternoon
30665,20.0,0,1,afternoon
30666,1.0,0,0,afternoon
30667,14.0,0,0,afternoon
30668,1.0,0,0,afternoon
30669,1.0,0,0,afternoon
30670,4.0,0,0,afternoon
30671,7.0,0,0,afternoon
30672,3.0,0,0,afternoon
30673,0.0,0,0,afternoon
30674,1.0,0,0,afternoon
30675,3.0,0,0,afternoon
30676,4.0,0,0,afternoon
30677,2.0,0,0,afternoon
30678,4.0,0,0,afternoon
30679,2.0,0,0,afternoon
30680,6.0,0,0,afternoon
30681,3.0,0,0,afternoon
30682,7.0,0,0,afternoon
30683,1.0,0,0,afternoon
30684,12.0,0,0,afternoon
30685,1.0,0,0,afternoon
30686,5.0,0,0,afternoon
30687,1.0,0,0,afternoon
30688,1.0,0,0,afternoon
30689,1.0,0,0,afternoon
30690,6.0,0,0,afternoon
30691,14.0,0,0,afternoon
30692,5.0,0,0,afternoon
30693,0.0,0,0,afternoon
30694,36.0,0,1,afternoon
30695,0.0,0,0,afternoon
30696,3.0,0,0,afternoon
30697,1.0,0,0,afternoon
30698,5.0,0,0,afternoon
30699,4.0,0,0,afternoon
30700,2.0,0,0,afternoon
30701,2.0,0,0,afternoon
30702,22.0,0,1,afternoon
30703,3.0,0,0,afternoon
30704,1.0,0,0,afternoon
30705,10.0,0,0,afternoon
30706,1.0,0,0,night
30707,5.0,0,0,night
30708,16.0,0,1,night
30709,7.0,0,0,night
30710,22.0,0,1,night
30711,5.0,0,0,night
30712,2.0,0,0,night
30713,10.0,0,0,night
30714,6.0,0,0,night
30715,64.0,0,1,night
30716,12.0,0,0,night
30717,14.0,0,0,night
30718,12.0,0,0,night
30719,11.0,0,0,night
30720,1.0,0,0,night
30721,4.0,0,0,night
30722,5.0,0,0,afternoon
30723,1.0,0,0,night
30724,5.0,0,0,night
30725,1.0,0,0,night
30726,0.0,0,0,night
30727,7.0,0,0,afternoon
30728,2.0,0,0,morning
30729,3.0,0,0,morning
30730,50.0,0,1,morning
30731,7.0,0,0,morning
30732,2.0,0,0,morning
30733,16.0,0,1,afternoon
30734,15.0,0,0,afternoon
30735,20.0,0,1,afternoon
30736,2.0,0,0,afternoon
30737,6.0,0,0,afternoon
30738,16.0,0,1,afternoon
30739,2.0,0,0,afternoon
30740,1.0,0,0,afternoon
30741,1.0,0,0,night
30742,4.0,0,0,afternoon
30743,7.0,0,0,afternoon
30744,1.0,0,0,afternoon
30745,2.0,0,0,afternoon
30746,8.0,0,0,night
30747,2.0,0,0,afternoon
30748,7.0,0,0,afternoon
30749,2.0,0,0,afternoon
30750,5.0,0,0,afternoon
30751,11.0,0,0,night
30752,3.0,0,0,afternoon
30753,25.0,0,1,afternoon
30754,5.0,0,0,afternoon
30755,1.0,0,0,night
30756,5.0,0,0,afternoon
30757,10.0,0,0,afternoon
30758,4.0,0,0,afternoon
30759,2.0,0,0,afternoon
30760,5.0,0,0,afternoon
30761,2.0,0,0,afternoon
30762,2.0,0,0,night
30763,1.0,0,0,afternoon
30764,11.0,0,0,afternoon
30765,7.0,0,0,afternoon
30766,3.0,0,0,afternoon
30767,1.0,0,0,afternoon
30768,0.0,0,0,night
30769,6.0,0,0,afternoon
30770,0.0,0,0,afternoon
30771,25.0,0,1,afternoon
30772,4.0,0,0,afternoon
30773,38.0,0,1,night
30774,4.0,0,0,afternoon
30775,5.0,0,0,afternoon
30776,12.0,0,0,afternoon
30777,5.0,0,0,afternoon
30778,0.0,0,0,night
30779,1.0,0,0,afternoon
30780,2.0,0,0,afternoon
30781,5.0,0,0,afternoon
30782,3.0,0,0,afternoon
30783,3.0,0,0,night
30784,9.0,0,0,night
30785,6.0,0,0,night
30786,0.0,0,0,night
30787,1.0,0,0,afternoon
30788,9.0,0,0,night
30789,5.0,0,0,night
30790,2.0,0,0,night
30791,1.0,0,0,afternoon
30792,9.0,0,0,night
30793,4.0,0,0,night
30794,4.0,0,0,night
30795,4.0,0,0,afternoon
30796,4.0,0,0,night
30797,1.0,0,0,night
30798,0.0,0,0,afternoon
30799,1.0,0,0,night
30800,3.0,0,0,night
30801,5.0,0,0,night
30802,2.0,0,0,night
30803,2.0,0,0,night
30804,15.0,0,0,night
30805,16.0,0,1,night
30806,2.0,0,0,night
30807,2.0,0,0,night
30808,1.0,0,0,afternoon
30809,5.0,0,0,afternoon
30810,3.0,0,0,afternoon
30811,3.0,0,0,afternoon
30812,10.0,0,0,afternoon
30813,0.0,0,0,afternoon
30814,0.0,0,0,afternoon
30815,30.0,0,1,afternoon
30816,3.0,0,0,afternoon
30817,2.0,0,0,afternoon
30818,1.0,0,0,morning
30819,12.0,0,0,afternoon
30820,9.0,0,0,morning
30821,14.0,0,0,morning
30822,4.0,0,0,morning
30823,2.0,0,0,afternoon
30824,4.0,0,0,morning
30825,1.0,0,0,morning
30826,24.0,0,1,morning
30827,19.0,0,1,afternoon
30828,6.0,0,0,morning
30829,3.0,0,0,morning
30830,4.0,0,0,morning
30831,9.0,0,0,afternoon
30832,2.0,0,0,morning
30833,4.0,0,0,morning
30834,3.0,0,0,morning
30835,1.0,0,0,afternoon
30836,10.0,0,0,afternoon
30837,0.0,0,0,morning
30838,8.0,0,0,morning
30839,4.0,0,0,afternoon
30840,4.0,0,0,afternoon
30841,9.0,0,0,morning
30842,3.0,0,0,morning
30843,0.0,0,0,afternoon
30844,0.0,0,0,afternoon
30845,2.0,0,0,morning
30846,0.0,0,0,morning
30847,2.0,0,0,afternoon
30848,3.0,0,0,afternoon
30849,4.0,0,0,morning
30850,1.0,0,0,afternoon
30851,8.0,0,0,night
30852,3.0,0,0,night
30853,1.0,0,0,night
30854,2.0,0,0,night
30855,5.0,0,0,night
30856,3.0,0,0,night
30857,2.0,0,0,night
30858,4.0,0,0,night
30859,4.0,0,0,night
30860,24.0,0,1,night
30861,2.0,0,0,night
30862,4.0,0,0,night
30863,5.0,0,0,night
30864,2.0,0,0,night
30865,3.0,0,0,night
30866,2.0,0,0,night
30867,1.0,0,0,night
30868,11.0,0,0,night
30869,1.0,0,0,night
30870,3.0,0,0,night
30871,31.0,0,1,night
30872,63.0,0,1,night
30873,39.0,0,1,night
30874,34.0,0,1,night
30875,36.0,0,1,night
30876,96.0,0,1,night
30877,9.0,0,0,night
30878,1.0,0,0,night
30879,1.0,0,0,night
30880,2.0,0,0,morning
30881,3.0,0,0,morning
30882,4.0,0,0,morning
30883,1.0,0,0,afternoon
30884,1.0,0,0,morning
30885,2.0,0,0,afternoon
30886,4.0,0,0,afternoon
30887,8.0,0,0,morning
30888,2.0,0,0,morning
30889,6.0,0,0,morning
30890,11.0,0,0,afternoon
30891,4.0,0,0,morning
30892,0.0,0,0,afternoon
30893,2.0,0,0,afternoon
30894,4.0,0,0,morning
30895,1.0,0,0,morning
30896,0.0,0,0,afternoon
30897,24.0,0,1,morning
30898,3.0,0,0,afternoon
30899,2.0,0,0,afternoon
30900,3.0,0,0,morning
30901,12.0,0,0,morning
30902,3.0,0,0,morning
30903,1.0,0,0,afternoon
30904,1.0,0,0,morning
30905,4.0,0,0,afternoon
30906,1.0,0,0,afternoon
30907,1.0,0,0,morning
30908,0.0,0,0,morning
30909,5.0,0,0,morning
30910,2.0,0,0,morning
30911,9.0,0,0,morning
30912,5.0,0,0,morning
30913,0.0,0,0,morning
30914,19.0,0,1,morning
30915,1.0,0,0,morning
30916,8.0,0,0,morning
30917,4.0,0,0,morning
30918,6.0,0,0,morning
30919,1.0,0,0,morning
30920,2.0,0,0,morning
30921,7.0,0,0,morning
30922,2.0,0,0,morning
30923,12.0,0,0,morning
30924,14.0,0,0,morning
30925,1.0,0,0,morning
30926,6.0,0,0,morning
30927,0.0,0,0,morning
30928,4.0,0,0,morning
30929,1.0,0,0,morning
30930,5.0,0,0,morning
30931,3.0,0,0,morning
30932,1.0,0,0,morning
30933,54.0,0,1,morning
30934,1.0,0,0,night
30935,2.0,0,0,morning
30936,3.0,0,0,morning
30937,0.0,0,0,morning
30938,2.0,0,0,night
30939,13.0,0,0,morning
30940,20.0,0,1,afternoon
30941,1.0,0,0,morning
30942,0.0,0,0,morning
30943,7.0,0,0,morning
30944,14.0,0,0,night
30945,3.0,0,0,morning
30946,2.0,0,0,morning
30947,2.0,0,0,afternoon
30948,2.0,0,0,morning
30949,14.0,0,0,morning
30950,1.0,0,0,night
30951,1.0,0,0,morning
30952,4.0,0,0,afternoon
30953,10.0,0,0,afternoon
30954,9.0,0,0,afternoon
30955,4.0,0,0,afternoon
30956,6.0,0,0,afternoon
30957,4.0,0,0,afternoon
30958,2.0,0,0,afternoon
30959,9.0,0,0,afternoon
30960,1.0,0,0,afternoon
30961,1.0,0,0,afternoon
30962,0.0,0,0,afternoon
30963,9.0,0,0,afternoon
30964,2.0,0,0,afternoon
30965,12.0,0,0,afternoon
30966,2.0,0,0,afternoon
30967,7.0,0,0,afternoon
30968,9.0,0,0,afternoon
30969,70.0,0,1,afternoon
30970,12.0,0,0,afternoon
30971,3.0,0,0,afternoon
30972,1.0,0,0,afternoon
30973,3.0,0,0,afternoon
30974,4.0,0,0,afternoon
30975,6.0,0,0,afternoon
30976,3.0,0,0,afternoon
30977,5.0,0,0,afternoon
30978,7.0,0,0,afternoon
30979,10.0,0,0,afternoon
30980,3.0,0,0,afternoon
30981,4.0,0,0,afternoon
30982,2.0,0,0,night
30983,81.0,0,1,afternoon
30984,0.0,0,0,night
30985,2.0,0,0,night
30986,1.0,0,0,night
30987,1.0,0,0,night
30988,1.0,0,0,night
30989,5.0,0,0,night
30990,0.0,0,0,night
30991,1.0,0,0,night
30992,0.0,0,0,night
30993,14.0,0,0,night
30994,1.0,0,0,night
30995,3.0,0,0,night
30996,118.0,0,1,night
30997,11.0,0,0,night
30998,2.0,0,0,night
30999,3.0,0,0,night
31000,12.0,0,0,night
31001,1.0,0,0,night
31002,11.0,0,0,night
31003,0.0,0,0,night
31004,3.0,0,0,afternoon
31005,2.0,0,0,night
31006,2.0,0,0,night
31007,3.0,0,0,night
31008,3.0,0,0,afternoon
31009,0.0,0,0,night
31010,0.0,0,0,night
31011,18.0,0,1,night
31012,3.0,0,0,afternoon
31013,5.0,0,0,night
31014,0.0,0,0,night
31015,1.0,0,0,night
31016,6.0,0,0,afternoon
31017,11.0,0,0,night
31018,31.0,0,1,night
31019,8.0,0,0,night
31020,3.0,0,0,night
31021,6.0,0,0,night
31022,4.0,0,0,night
31023,11.0,0,0,night
31024,2.0,0,0,night
31025,3.0,0,0,night
31026,0.0,0,0,night
31027,1.0,0,0,night
31028,4.0,0,0,night
31029,11.0,0,0,night
31030,8.0,0,0,night
31031,6.0,0,0,night
31032,44.0,0,1,night
31033,1.0,0,0,night
31034,0.0,0,0,night
31035,9.0,0,0,night
31036,13.0,0,0,night
31037,2.0,0,0,night
31038,11.0,0,0,night
31039,2.0,0,0,night
31040,1.0,0,0,night
31041,8.0,0,0,night
31042,0.0,0,0,night
31043,4.0,0,0,night
31044,8.0,0,0,night
31045,11.0,0,0,night
31046,24.0,0,1,night
31047,5.0,0,0,night
31048,2.0,0,0,night
31049,0.0,0,0,night
31050,10.0,0,0,night
31051,1.0,0,0,night
31052,1.0,0,0,night
31053,0.0,0,0,night
31054,4.0,0,0,night
31055,3.0,0,0,night
31056,3.0,0,0,night
31057,4.0,0,0,morning
31058,5.0,0,0,night
31059,22.0,0,1,morning
31060,3.0,0,0,morning
31061,5.0,0,0,morning
31062,11.0,0,0,morning
31063,0.0,0,0,night
31064,3.0,0,0,morning
31065,7.0,0,0,morning
31066,10.0,0,0,afternoon
31067,19.0,0,1,morning
31068,8.0,0,0,afternoon
31069,9.0,0,0,morning
31070,6.0,0,0,afternoon
31071,5.0,0,0,morning
31072,6.0,0,0,afternoon
31073,20.0,0,1,morning
31074,0.0,0,0,night
31075,7.0,0,0,night
31076,4.0,0,0,night
31077,3.0,0,0,night
31078,19.0,0,1,night
31079,39.0,0,1,night
31080,1.0,0,0,afternoon
31081,1.0,0,0,night
31082,14.0,0,0,morning
31083,3.0,0,0,morning
31084,2.0,0,0,morning
31085,1.0,0,0,morning
31086,16.0,0,1,morning
31087,6.0,0,0,morning
31088,6.0,0,0,morning
31089,18.0,0,1,morning
31090,13.0,0,0,morning
31091,11.0,0,0,morning
31092,8.0,0,0,morning
31093,13.0,0,0,morning
31094,15.0,0,0,morning
31095,7.0,0,0,morning
31096,11.0,0,0,morning
31097,41.0,0,1,morning
31098,5.0,0,0,morning
31099,0.0,0,0,morning
31100,13.0,0,0,morning
31101,9.0,0,0,morning
31102,14.0,0,0,morning
31103,2.0,0,0,morning
31104,13.0,0,0,morning
31105,5.0,0,0,morning
31106,2.0,0,0,morning
31107,2.0,0,0,morning
31108,49.0,0,1,morning
31109,26.0,0,1,morning
31110,70.0,0,1,morning
31111,3.0,0,0,morning
31112,5.0,0,0,afternoon
31113,5.0,0,0,afternoon
31114,2.0,0,0,afternoon
31115,1.0,0,0,afternoon
31116,1.0,0,0,afternoon
31117,8.0,0,0,afternoon
31118,2.0,0,0,afternoon
31119,5.0,0,0,afternoon
31120,5.0,0,0,afternoon
31121,4.0,0,0,afternoon
31122,118.0,0,1,afternoon
31123,5.0,0,0,afternoon
31124,4.0,0,0,afternoon
31125,0.0,0,0,afternoon
31126,9.0,0,0,afternoon
31127,1.0,0,0,afternoon
31128,12.0,0,0,afternoon
31129,9.0,0,0,afternoon
31130,1.0,0,0,afternoon
31131,6.0,0,0,afternoon
31132,0.0,0,0,afternoon
31133,3.0,0,0,afternoon
31134,5.0,0,0,afternoon
31135,1.0,0,0,afternoon
31136,4.0,0,0,afternoon
31137,2.0,0,0,afternoon
31138,4.0,0,0,afternoon
31139,11.0,0,0,afternoon
31140,2.0,0,0,afternoon
31141,4.0,0,0,afternoon
31142,10.0,0,0,morning
31143,5.0,0,0,morning
31144,3.0,0,0,morning
31145,7.0,0,0,morning
31146,1.0,0,0,morning
31147,17.0,0,1,morning
31148,8.0,0,0,morning
31149,26.0,0,1,morning
31150,46.0,0,1,morning
31151,16.0,0,1,morning
31152,9.0,0,0,morning
31153,7.0,0,0,morning
31154,32.0,0,1,morning
31155,16.0,0,1,morning
31156,19.0,0,1,morning
31157,15.0,0,0,morning
31158,17.0,0,1,morning
31159,5.0,0,0,morning
31160,33.0,0,1,morning
31161,4.0,0,0,morning
31162,3.0,0,0,morning
31163,12.0,0,0,morning
31164,2.0,0,0,morning
31165,10.0,0,0,morning
31166,12.0,0,0,morning
31167,26.0,0,1,morning
31168,2.0,0,0,morning
31169,17.0,0,1,morning
31170,2.0,0,0,morning
31171,5.0,0,0,afternoon
31172,1.0,0,0,afternoon
31173,0.0,0,0,afternoon
31174,6.0,0,0,afternoon
31175,2.0,0,0,afternoon
31176,12.0,0,0,afternoon
31177,1.0,0,0,afternoon
31178,6.0,0,0,afternoon
31179,15.0,0,0,afternoon
31180,0.0,0,0,afternoon
31181,2.0,0,0,afternoon
31182,2.0,0,0,afternoon
31183,7.0,0,0,afternoon
31184,19.0,0,1,afternoon
31185,68.0,0,1,afternoon
31186,4.0,0,0,afternoon
31187,2.0,0,0,afternoon
31188,2.0,0,0,afternoon
31189,1.0,0,0,afternoon
31190,29.0,0,1,afternoon
31191,13.0,0,0,afternoon
31192,2.0,0,0,afternoon
31193,6.0,0,0,afternoon
31194,6.0,0,0,afternoon
31195,3.0,0,0,afternoon
31196,1.0,0,0,afternoon
31197,5.0,0,0,afternoon
31198,3.0,0,0,afternoon
31199,1.0,0,0,afternoon
31200,2.0,0,0,afternoon
31201,4.0,0,0,morning
31202,4.0,0,0,morning
31203,14.0,0,0,morning
31204,1.0,0,0,morning
31205,12.0,0,0,morning
31206,15.0,0,0,morning
31207,3.0,0,0,morning
31208,12.0,0,0,morning
31209,27.0,0,1,morning
31210,12.0,0,0,morning
31211,0.0,0,0,morning
31212,39.0,0,1,morning
31213,5.0,0,0,morning
31214,3.0,0,0,morning
31215,17.0,0,1,morning
31216,17.0,0,1,morning
31217,91.0,0,1,morning
31218,11.0,0,0,morning
31219,5.0,0,0,morning
31220,8.0,0,0,morning
31221,5.0,0,0,morning
31222,1.0,0,0,morning
31223,16.0,0,1,morning
31224,10.0,0,0,morning
31225,7.0,0,0,morning
31226,7.0,0,0,morning
31227,21.0,0,1,morning
31228,90.0,0,1,morning
31229,15.0,0,0,morning
31230,10.0,0,0,morning
31231,5.0,0,0,afternoon
31232,1.0,0,0,afternoon
31233,20.0,0,1,afternoon
31234,3.0,0,0,afternoon
31235,7.0,0,0,afternoon
31236,13.0,0,0,afternoon
31237,1.0,0,0,afternoon
31238,9.0,0,0,afternoon
31239,5.0,0,0,afternoon
31240,23.0,0,1,afternoon
31241,2.0,0,0,afternoon
31242,4.0,0,0,afternoon
31243,4.0,0,0,afternoon
31244,6.0,0,0,afternoon
31245,7.0,0,0,afternoon
31246,1.0,0,0,afternoon
31247,0.0,0,0,afternoon
31248,1.0,0,0,afternoon
31249,71.0,0,1,afternoon
31250,5.0,0,0,afternoon
31251,3.0,0,0,afternoon
31252,8.0,0,0,afternoon
31253,19.0,0,1,afternoon
31254,7.0,0,0,afternoon
31255,2.0,0,0,afternoon
31256,5.0,0,0,afternoon
31257,38.0,0,1,afternoon
31258,5.0,0,0,afternoon
31259,17.0,0,1,afternoon
31260,10.0,0,0,afternoon
31261,2.0,0,0,afternoon
31262,4.0,0,0,afternoon
31263,0.0,0,0,afternoon
31264,3.0,0,0,afternoon
31265,4.0,0,0,afternoon
31266,6.0,0,0,afternoon
31267,2.0,0,0,afternoon
31268,12.0,0,0,afternoon
31269,7.0,0,0,afternoon
31270,1.0,0,0,afternoon
31271,1.0,0,0,afternoon
31272,3.0,0,0,afternoon
31273,3.0,0,0,afternoon
31274,10.0,0,0,morning
31275,9.0,0,0,morning
31276,10.0,0,0,morning
31277,24.0,0,1,morning
31278,0.0,0,0,morning
31279,23.0,0,1,morning
31280,0.0,0,0,morning
31281,0.0,0,0,morning
31282,2.0,0,0,morning
31283,48.0,0,1,morning
31284,33.0,0,1,morning
31285,32.0,0,1,morning
31286,2.0,0,0,morning
31287,18.0,0,1,morning
31288,14.0,0,0,morning
31289,11.0,0,0,morning
31290,1.0,0,0,morning
31291,1.0,0,0,morning
31292,13.0,0,0,afternoon
31293,12.0,0,0,afternoon
31294,1.0,0,0,afternoon
31295,8.0,0,0,afternoon
31296,3.0,0,0,afternoon
31297,8.0,0,0,afternoon
31298,13.0,0,0,afternoon
31299,11.0,0,0,afternoon
31300,15.0,0,0,afternoon
31301,17.0,0,1,afternoon
31302,19.0,0,1,afternoon
31303,18.0,0,1,afternoon
31304,11.0,0,0,afternoon
31305,14.0,0,0,afternoon
31306,13.0,0,0,afternoon
31307,45.0,0,1,afternoon
31308,7.0,0,0,afternoon
31309,18.0,0,1,afternoon
31310,10.0,0,0,afternoon
31311,10.0,0,0,afternoon
31312,36.0,0,1,afternoon
31313,79.0,0,1,afternoon
31314,44.0,0,1,afternoon
31315,10.0,0,0,afternoon
31316,24.0,0,1,afternoon
31317,14.0,0,0,afternoon
31318,7.0,0,0,afternoon
31319,4.0,0,0,afternoon
31320,9.0,0,0,afternoon
31321,5.0,0,0,afternoon
31322,13.0,0,0,morning
31323,16.0,0,1,morning
31324,13.0,0,0,morning
31325,18.0,0,1,morning
31326,19.0,0,1,morning
31327,23.0,0,1,morning
31328,6.0,0,0,morning
31329,13.0,0,0,morning
31330,39.0,0,1,morning
31331,20.0,0,1,morning
31332,13.0,0,0,morning
31333,13.0,0,0,morning
31334,31.0,0,1,morning
31335,10.0,0,0,morning
31336,13.0,0,0,morning
31337,19.0,0,1,morning
31338,24.0,0,1,morning
31339,20.0,0,1,morning
31340,11.0,0,0,morning
31341,8.0,0,0,morning
31342,13.0,0,0,morning
31343,11.0,0,0,morning
31344,17.0,0,1,morning
31345,5.0,0,0,morning
31346,22.0,0,1,morning
31347,13.0,0,0,morning
31348,18.0,0,1,morning
31349,9.0,0,0,morning
31350,14.0,0,0,morning
31351,15.0,0,0,morning
31352,13.0,0,0,morning
31353,23.0,0,1,morning
31354,1.0,0,0,morning
31355,20.0,0,1,morning
31356,5.0,0,0,morning
31357,14.0,0,0,morning
31358,4.0,0,0,morning
31359,13.0,0,0,morning
31360,1.0,0,0,morning
31361,3.0,0,0,morning
